isin,day,fwd20,fwd60,vol_change_pct
INE0P1P01017,323,-13.705583756345174,,-29.268292682926834
INE0P1P01017,367,,,103.70370370370372
INE0P4701011,202,-1.8681113394358295,-12.049318139361098,-87.31563421828909
INE0P4701011,208,2.754820936639124,-6.847697756788673,-84.79296991361335
INE0P4T01013,206,38.70023419203748,7.552693208430905,284.76190476190476
INE0P4T01013,241,-13.525179856115098,-27.098321342925658,-66.2037037037037
INE0P4T01013,249,-2.259332023575633,-37.57367387033399,-44.166666666666664
INE0P4T01013,274,-17.317845828933475,-41.6050686378036,-30.456852791878177
INE0P4T01013,289,-27.37142857142858,-36.57142857142858,68.0
INE0P4T01013,300,-29.43956785955435,-30.047265361242403,-12.01923076923077
INE0P4T01013,325,2.758007117437722,27.046263345195733,44.15584415584415
INE0P4T01013,342,-3.8983050847457568,-2.457627118644068,-64.7887323943662
INE0P4T01013,365,20.303285593934284,-12.552653748946929,289.55223880597015
